Judul,Tanggal,Kategori,Deskripsi,URL Gambar,URL Link,Bahan,Langkah
"Resep Mushroom Soup Creamy, Makanan Hangat untuk Musim Hujan",1-Februari-2024,resep_makanan,"Aroma supnya harum dari campuran jamur kancing, susu, dan krim. Teksturnya kental, tak seperti kebanyakan sup berkuah ringan.","https://asset.kompas.com/crops/s3mqD3s6g-uVKTFYhCKtSbsJ0t8=/0x0:1000x667/780x390/filters:watermark(data/photo/2020/03/10/5e6775dc18fcf.png,0,-0,1)/data/photo/2024/01/31/65b9b5843bd92.jpg",https://www.kompas.com/food/read/2024/02/01/110300775/resep-mushroom-soup-creamy-makanan-hangat-untuk-musim-hujan,"625 gr jamur segar, isi | 355 ml kaldu ayam | 63 gr bawang bombai, cincang | ? sdt thyme kering | 3 sdm mentega | 3 sdm tepung serbaguna | ¼ sdt garam | ¼ sdt lada hitam bubuk | 255 ml campuran susu dan krim | 1 sdm cuka masak","Rebus jamur, kaldu, bawang bombai, dan thyme dalam panci besar sampai sayuran empuk. Sekitar 10-15 menit. | Pindahkan campuran tersebut ke dalam blender atau food processor. Tutup dan tahan dengan kain, haluskan hingga agak lembut. | Lelehkan mentega dalam panci yang sama, lalu masukkan tepung ke dalamnya. Kocok tepung sampai halus. Tambahkan garam dan lada. Aduk perlahan dengan campuran susu krim dan jamur. | Didihkan sup dan masak sambil terus diaduk hingga mengental. | Masukkan cuka masak. Cicipi dan bumbui, tambah lebih banyak garam dan lada jika perlu. Sajikan hangat."
"Resep Bola Ayam Udang Asam Manis, Chinese Food Mudah Buatnya",1-Februari-2024,resep_makanan,"Resep ayam udang asam manis ini cocok jadi hidangan anak, karena anak tidak perlu repot menyuwir ayam atau udang.","https://asset.kompas.com/crops/zYwYen5Knjt83AFMxawZhk-vBNQ=/132x163:864x651/780x390/filters:watermark(data/photo/2020/03/10/5e6775dc18fcf.png,0,-0,1)/data/photo/2024/01/31/65ba3e2884ea2.jpg",https://www.kompas.com/food/read/2024/02/01/082600675/resep-bola-ayam-udang-asam-manis-chinese-food-mudah-buatnya-,"1 potong dada ayam tanpa tulang, haluskan | 150 gram udang, haluskan | 20 gr tepung sagu | 1 butir relur | 1 sdt garam | Setengah sdt merica bubuk | 2 sdt gulapasir | 3 siung bawang putih cincang halus dan tumis | 1 buah nanas, potong bentuk kipas | 2 batang wortel, potong sesuai selera | 100 gr kapri | Minyak secukupnya | Artikel Kompas.id | 250 ml sari jeruk manis | 3 sdm saus tomat | 3 cm jahe, memarkan | 1 sdm gula pasir | 1 sdm cuka masak | 1 sdm tepung maizena, larutkan air","Campur ayam dan udang, masukkan tepung sagu, telur, garam, merica, gula, dan tumisan bawang putih. Aduk rata. | Panaskan minyak, ambil adonan dengan sendok lalu bentuk bulat seperti bila. Goreng sampai bewarna coklat keemasan, tiriskan. | Masak sausnya. Campur sari jeruk dengan saus tomat, gula, dan cuka. Didihkan. Setelah mendidih masukkan larutan maizena masak sampai mengental. Masukkan nanas, wortel, dan kapri."
"Resep Telur Ceplok Kuah Kuning, Ide Makanan Cepat Matang",29-Januari-2024,resep_makanan,"Resep telur ceplok kuah kuning dari Sajian Sedap ini bahannya tergolong sederhana, kamu bisa menggunakan telur ceplok atau telur rebus untuk resep ini.","https://asset.kompas.com/crops/YmGk6cnYFd3MXBPT-o0L5pNCSms=/46x7:706x447/780x390/filters:watermark(data/photo/2020/03/10/5e6775dc18fcf.png,0,-0,1)/data/photo/2024/01/29/65b714955bc5d.jpg",https://www.kompas.com/food/read/2024/01/29/100643275/resep-telur-ceplok-kuah-kuning-ide-makanan-cepat-matang,"6 butir telur ayam | 8 butir bawang merah, diiris | 4 siung bawang putih, diiris | 2 buah cabai hijau besar, diiris serong | 2 buah cabai merah besar, diiris serong | 2 batang daun bawang, dipotong ? potong | 1 buah asam sunti | 750 ml santan dari 1 butir kelapa | 1/2 sendok makan garam | 1/2 sendok teh gula pasir | Resep Sop Ayam Kembang Kol, Sajian Kuah Hangat Spesial | Artikel Kompas.id | 1 sendok teh ketumbar | 1/4 sendok teh merica | 3 cm kunyit, dibakar","Rebus bawang merah iris, bawang putih iris, cabai hijau, daun bawang, asam sunti, bumbu halus, dan santan sampai mendidih. | Ceplok telur satu per satu ke kuah. Masak sampai telur matang."
"Resep Siomay Dimsum Ayam, Kudapan Nikmat buat Imlek",29-Januari-2024,resep_makanan,Salah satu jenis dimsum adalah siu mai atau siomay. Bahan utamanya daging ayam giling dan tambahan tepung.,"https://asset.kompas.com/crops/f4zjv7sL1S8O3olBWfj8qWROkRs=/0x0:1000x667/780x390/filters:watermark(data/photo/2020/03/10/5e6775dc18fcf.png,0,-0,1)/data/photo/2024/01/28/65b5f93f9d7f4.jpg",https://www.kompas.com/food/read/2024/01/29/073100575/resep-siomay-dimsum-ayam-kudapan-nikmat-buat-imlek,"Resep Bakpau Isi Ayam, Ide Camilan yang Lembut dan Lezat | Artikel Kompas.id | 24 lembar kulit dimsum | 250 gr tepung tapioka | 178 ml air panas | Garam secukupnya | 250 gr daging ayam giling | 2 sdm daun bawang, cincang | 1 buah bombai, cincang | 1 sdt saus tiram | 3 -5 tetes tetes minyak wijen | Merica secukupnya | 1 sdm minyak | 2 tomat matang | 1 buah cabai merah segar, cincang | 4 siung bawang putih, cincang | 1⁄2 sdt bubuk jintan | 2 sdm daun ketumbar, cincang halus | 2 sdt air jeruk nipis | Lihat Foto Ilustrasi dimsum. (shutterstock/Harinnita Detta) | Lihat Foto | Ilustrasi dimsum. (shutterstock/Harinnita Detta)","Buat adonan dimsum dengan mencampur tepung, garam, dan air panas. Diamkan selama satu jam | Tumis bombai dengan sedikit minyak dan masukkan sisa bahan isian. Tumis sampai ayam berwarna coklat kemerahan | Siapkan bumbu dengan merebus tomat, lalu kupas dan buang bijinya. Cincang halus dan campur dengan cabai merah cincang, bawang putih, jinten bubuk, serta daun ketumbar | Tambahkan air jeruk nipis dan garam sesuai selera | Bungkus dimsum dengan membagi adonan menjadi 24 bagian. Letakkan isian ayam di tengah kulit dan bentuk dimsum menggunakan tangan | Kukus selama 10-15 menit dan sajikan panas dengan coriander salsa"
"Resep Mi Panjang Umur untuk Imlek, Santap Bareng Keluarga",28-Januari-2024,resep_makanan,"Alasannya, mi panjang umur dipercaya membawa keberuntungan dan umur panjang bagi orang yang memasak dan menikmatinya.","https://asset.kompas.com/crops/QPXTUnYq7mwN-g5NP35or3OlMqo=/0x0:1000x667/780x390/filters:watermark(data/photo/2020/03/10/5e6775dc18fcf.png,0,-0,1)/data/photo/2024/01/27/65b5092cea34c.jpg",https://www.kompas.com/food/read/2024/01/28/123100775/resep-mi-panjang-umur-untuk-imlek-santap-bareng-keluarga,2 sdm kecap asin | 1 sdm kecap | 1 sdm saus tiram | Lada putih secukupnya | 1 sdm minyak wijen | 1 sdm arak masak shaoxing | 1 sdm gula merah,"340 gr mi kuning kering 3 sdm minyak 6 siung bawang putih, cincang 1 sentimeter jahe segar, cincang 10 jamur shiitake kering, dibuang batangnya, rendam, dan diiris Protein berupa tahu, abalon, atau lobster secukupnya, cincang dan masak 5 batang daun bawang, potong | Campur kecap asin, kecap, saus tiram, lada putih, minyak wijen, arak masak, dan gula merah dalam mangkuk hingga merata. Sisihkan | Rebus mi selama satu hingga dua menit hingga matang dan kenyal. Jangan memasak terlalu lama agar tidak putus dan tetap utuh | Panaskan wajan dengan api sedang-besar hingga mulai berasap. Lalu, tambahkan minyak, bawang putih cincang, dan jahe segar cincang | Setelah bawang putih berubah warna menjadi keemasan, tambahkan 8-10 batang jamur shiitake dan protein opsional apapun. Aduk bahan selama api kompor menyala | Setelah jamur berubah coklat keemasan, tambahkan mi dan aduk. Setelah hangat dan terlumuri minyak, tuangkan saus sambil mengaduk mi perlahan agar tidak putus | Terakhir, masukkan daun bawang dan masak selama 20-30 detik lagi sebelum diangkat | Sajikan segera karena mi ini terasa paling enak saat panas. Jika suka, bisa menikmatinya dengan tambahan minyak cabai atau sedikit saus XO"
"Resep Chinese Spring Roll, Kudapan Imlek yang Dipercaya Bawa Untung",27-Januari-2024,resep_makanan,"Warna lumpia ini disebut mirip dengan batangan emas, sehingga diyakini dapat membawa kekayaan dan keberuntungan.","https://asset.kompas.com/crops/HuVTz2d6DWLrPjZvbb0DPfhvwX8=/0x0:1000x667/780x390/filters:watermark(data/photo/2020/03/10/5e6775dc18fcf.png,0,-0,1)/data/photo/2024/01/27/65b46087eedcc.jpg",https://www.kompas.com/food/read/2024/01/27/190700675/resep-chinese-spring-roll-kudapan-imlek-yang-dipercaya-bawa-untung,"1 sdm minyak kacang tanah, siapkan ekstra untuk menggoreng | 200 gr fillet dada ayam tanpa kulit, dipotong kecil-kecil | 4 buah jamur kering, rendam air panas selama 20 menit, tiriskan dan cincang halus | 1 sdm kecap asin | 1 sdm five-spice powder | 1 sdt jahe akar segar, parut | 75 gr tauge | 2 buah daun bawang ukuran besar, iris halus memanjang | 1 wortel kecil, potong dadu | 1 sdm saus tiram | ½ sdm kecap asin | Garam secukupnya | Lada putih bubuk secukupnya | 16 bungkus lumpia besar siap pakai | 1 kuning telur, kocok | Lihat Foto | Ilustrasi spring roll udang.(SHUTTERSTOCK/Lesya Dolyuk)","Panaskan wajan hingga berasap dan tambahkan minyak kacang tanah, masukkan ayam dan jamur, tumis selama satu hingga dua menit | Bumbui dengan kecap asin dan five-spice powder, lalu angkat dari wajan dan diamkan hingga dingin selama 10 menit. Bersihkan wajan dengan tisu dapur | Masukkan parutan jahe, tauge, daun bawang, dan wortel ke dalam mangkuk, lalu tambahkan ayam dan jamur, bumbui dengan saus tiram, kecap asin, garam, dan lada putih bubuk. Aduk rata | Letakkan dua bungkus lumpia, satu di atas yang lain dan posisikan sedemikian rupa sehingga sudutnya mengarah ke atas, ke bawah, dan ke samping | Sendokkan dua sendok makan isian ke tengah bungkusnya. Olesi setiap sudut pembungkus dengan pasta tepung maizena, lalu satukan kedua sudut yang berlawanan pada kedua sisinya dan, letakkan jari di tepinya, dekatkan sudut bawah ke tengah lalu gulung rapat ke arah sudut atas | Selipkan tepi atas ke dalam dan tutup dengan sedikit kuning telur kocok. Ulangi dengan sisa bungkus dan isian lumpia | Panaskan wajan dengan api besar dan isi wajan hingga seperempat penuh dengan minyak kacang tanah. Panaskan sampai mendesis dan berubah warna menjadi coklat keemasan dalam 15 detik | Goreng lumpia sedikit demi sedikit ke dalam minyak dan goreng selama dua hingga menit atau sampai berwarna cokelat keemasan. Angkat dan tiriskan | Pindahkan lumpia ke piring dan sajikan segera"
"Resep Kwetiau Siram Kuah Kental, Makan Malam Praktis",26-Januari-2024,resep_makanan,"Sama seperti kwetiau goreng atau kuah, proses membuat kwetiau siram ini juga mudah hanya perlu tumis semua bahan jadi satu. Simak resepnya dari Sajian Sedap berikut ini.","https://asset.kompas.com/crops/PwbvQPTKzvTCJShDJp9sVF1VFJE=/0x33:750x533/780x390/filters:watermark(data/photo/2020/03/10/5e6775dc18fcf.png,0,-0,1)/data/photo/2024/01/26/65b38abf13a0f.jpg",https://www.kompas.com/food/read/2024/01/26/174028375/resep-kwetiau-siram-kuah-kental-makan-malam-praktis,"300 gram kwetiau basah, diseduh air panas | 1 siung bawang puith, dicincang halus | 1 sendok teh kecap asin | 1/8 sendok teh merica bubuk | 2 buah paha ayam atas bawah, direbus, disuwir-suwir | 100 gram jamur kaleng, diiris | 5 buah bakso ikan, diiris bulat | 3 siung bawang putih, dicincang kasar | 2 butir telur, dikocok lepas | 3 sendok makan saus tiram | 1 1/2 sendok teh kecap asin | 3/4 sendok teh garam | 1/4 sendok teh merica bubuk | 800 ml kaldu ayam | 1 batang daun bawang, diiris | 3 sendok makan maizena dilarutkan dalam 2 sendok makan air | 1/2 sendok makan minyak wijen | 2 sendok makan minyak untuk menumis | Artikel Kompas.id","Tumis bawang putih sampai harum. Masukkan kwetiaw. Aduk rata. tambahkan kecap asin dan merica bubuk. aduk rata. sisihkan. | Kuah, tumis bawang putih sampai harum. Tambahkan ayam, jamur, dan bakso ikan. Masukkan saus tiram, kecap asin, garam, dan merica. Aduk rata. Tuangkan kaldu. Masak sampai mendidih. | Masukkan larutan maizena. Aduk sampai meletup-letup. Tambahkan telur, aduk sampai berserabut. Masukkan daun bawang dan minyak wijen. Aduk rata. Siram kuah kental ke kwetiau."
"Resep Yu Sheng, Selada Segar Khas Imlek",26-Januari-2024,resep_makanan,"Semakin tinggi yu sheng diangkat, maka dipercaya semakin besar pula kemungkinan harapan seseorang dikabulkan.","https://asset.kompas.com/crops/_7TW8gw_Ju072EL6MGiUaFkyhIs=/0x23:1000x689/780x390/filters:watermark(data/photo/2020/03/10/5e6775dc18fcf.png,0,-0,1)/data/photo/2020/01/19/5e24001c14130.jpg",https://www.kompas.com/food/read/2024/01/26/163100675/resep-yu-sheng-selada-segar-khas-imlek,1 sendok makan minyak zaitun | 1 sendok teh minyak wijen | 2 sendok makan air jeruk lemon | 2 sendok makan saus plum | 1 sendok makan cuka | 2 sendok makan saus cabai | 1 sendok makan gula pasir | Garam secukupnya | Merica secukupnya | 75 militer air bersih | Lihat Foto,"Campur semua bahan saus di dalam wajan, lalu masak hingga mendidih. Koreksi rasa dengan tambahan garam dan penyedap sebelum diangkat | Masukkan semua bahan yu sheng di dalam mangkuk hingga tercampur rata, kemudian siram dengan saus. Sajikan yu sheng dengan tambahan pangsit goreng"
Resep Ayam Tim Jamur untuk yang Sedang Sakit,26-Januari-2024,resep_makanan,"Coba masak ayam tim jau atau ayam kukus, yang tetap enak meskipun tidak digoreng atau disantap dengan sambal.","https://asset.kompas.com/crops/wU9UxdmO-e3rgKTomsrxrisEns4=/0x0:698x465/780x390/filters:watermark(data/photo/2020/03/10/5e6775dc18fcf.png,0,-0,1)/data/photo/2024/01/25/65b26c23ca6d8.jpg",https://www.kompas.com/food/read/2024/01/26/070500075/resep-ayam-tim-jamur-untuk-yang-sedang-sakit,"Artikel Kompas.id | 1 ekor ayam, potong 20 bagian | 1 buah bawang bombai, iris panjang | 2 cm jahe, iris korek api | 50 gram jamur shitake kering, rendam sampai mekar, iris panjang | 100 gram jamur merang, iris tipis | 1 sendok teh kecap ikan | 1 sendok teh minyak wijen | 1 sendok teh garam | 1/8 sendok teh merica hitam kasar","Campur ayam, bawang bombai, jahe, jamur shitake, dan jamur merang. Aduk rata. | Masukkan kecap ikan, minyak wijen, kecap asin, garam, dan merica hitam. Aduk rata. | Tuang dalam pinggan tahan panas. | Tim di atas api sedang 30 menit sampai matang"
"Resep Ayam Kuluyuk ala Restoran Chinese Food, Bikin buat Imlek",25-Januari-2024,resep_makanan,"Kamu yang ingin membuat masakan ala China halal, bisa mencoba resep ayam kuluyuk ini di rumah.","https://asset.kompas.com/crops/rvdzdZfD6qBWDNyFy3j9tRTpPRo=/0x5:968x650/780x390/filters:watermark(data/photo/2020/03/10/5e6775dc18fcf.png,0,-0,1)/data/photo/2024/01/25/65b1c37200927.jpg",https://www.kompas.com/food/read/2024/01/25/161000175/resep-ayam-kuluyuk-ala-restoran-chinese-food-bikin-buat-imlek,"Artikel Kompas.id | 1 potong daging dada ayam, iris | 1 putih telur, kocok hingga berbuih | Minyak secukupnya untuk menggoreng | 50 gr tepung sagu | 1 sdt garam | 1/2 sdt merica bubuk | 1 sdt gula pasir | 2 sdm minyak goreng | 3 siung bawang putih, memarkan | 5 cm jahe, memarkan | 1/4 buah nanas, iris bentuk kipas | 1 batang wortel, iris | 2 sdm kacang polong | 250 ml sari jeruk manis | 3 sdm saus tomat | 3 cm jahe | 2 sdm gula pasir | 1 sdm cuka masak | 1 sdm tepung maizena, larutkan dengan sedikit air","Siapkan taburan dengan mencampur tepung sagu, garam, merica, dan gula pasir. Aduk rata. | Celupkan ayam ke dalam putih telur, lumuri dengan taburan tepung, goreng dalam minyak panas hingga kecoklatan. Angkat. | Buat saus dengan memanaskan minyak goreng, tumis bawang putih hingga harum. Masukkan sari jeruk dengan saus tomat, jahe, gula, dan cuka masak, didihkan. | Setelah mendidih, kentalkan dengan larutan maizena, masak hingga mengental, tambahkan wortel, nanas, dan kacang polong. Masak sebentar, angkat. | Siapkan pinggan, taruh ayam goreng dan tuangkan saus beserta isiannya. Sajikan hangat."
"Resep Sayur Bayam Kembang Tahu, Kuah Bening untuk yang Sedang Sakit",25-Januari-2024,resep_makanan,"Jika bosan masak sayur bening bayam dengan jagung atau bobor bayam, coba masak dengan kembang tahu.","https://asset.kompas.com/crops/7NTBynFRFhvykY8R4fUE_y3jOa8=/0x30:750x530/780x390/filters:watermark(data/photo/2020/03/10/5e6775dc18fcf.png,0,-0,1)/data/photo/2024/01/25/65b1c67eed12b.jpg",https://www.kompas.com/food/read/2024/01/25/100200975/resep-sayur-bayam-kembang-tahu-kuah-bening-untuk-yang-sedang-sakit-,"Artikel Kompas.id | 2 ikat sedang bayam, siangi | 1 lembar kembang tahu, rendam, dipotong-potong | 7 butir bawang merah, iris tipis | 2 siung bawang putih, iris tipis | 4 cm temu kunci | 3 1/2 sendok teh garam | 1/4 sendok teh merica bubuk | 1 sendok teh gula pasir | 1.500 ml air","Rebus air bersama bawang merah, bawang putih, daun salam, dan temu kunci. Masak sampai harum dan mendidih. | Masukkan kembang tahu. Tambahkan garam dan merica bubuk. Aduk rata. Masak sampai mendidih. | Masukkan bayam. Masak sampai matang."
"Resep Kembang Tahu Kuah Jahe, Sajikan Hangat untuk Orang Sakit",25-Januari-2024,resep_makanan,"Tidak hanya membuat wedang, kamu juga bisa memadukan jahe dengan kembang tahu untuk santapan saat sakit.","https://asset.kompas.com/crops/OVnQVx0-Zt__pGrQH-axFgj-Vvg=/45x52:925x638/780x390/filters:watermark(data/photo/2020/03/10/5e6775dc18fcf.png,0,-0,1)/data/photo/2024/01/24/65b07e692288b.jpg",https://www.kompas.com/food/read/2024/01/25/080900875/resep-kembang-tahu-kuah-jahe-sajikan-hangat-untuk-orang-sakit,"Artikel Kompas.id | 500 ml susu kedelai | 600 ml air | 1 bungkus agar-agar putih | 1/4 sdt garam | 250 gr gula merah, sisir | 150 ml air | 50 gr jahe","Campur rata susu kedelai, air, garam, dan agar-agar bubuk. Masak di atas api sedang sambil diaduk hingga mendidih dan agar-agar matang, angkat. | Tuang agar-agar ke dalam loyang yang sudah dibasahi air matang, diamkan hingga beku. | Buat saus jahe dengan mendidihkan air, gula merah, dan jahe. Angkat saat gula larut, saring. | Sajikan kembang tahu di dalam mangkuk, siram dengan saus jahe."
"Resep Bubur Ayam China, Cocok untuk yang Sedang Sakit",24-Januari-2024,resep_makanan,"Bubur ayam china menggunakan minyak wijen dan kecap asin sebagai bumbu, sementara topping-nya berupa cakwe, pangsit, hingga telur pitam.","https://asset.kompas.com/crops/xm2-yZ5o_JRU2710gRk7thra8m8=/0x44:1000x711/780x390/filters:watermark(data/photo/2020/03/10/5e6775dc18fcf.png,0,-0,1)/data/photo/2024/01/24/65b07ee40b43d.jpg",https://www.kompas.com/food/read/2024/01/24/120200775/resep-bubur-ayam-china-cocok-untuk-yang-sedang-sakit,"Artikel Kompas.id | 200 gr beras putih, cuci bersih | 200 ml kaldu ayam | 100 gr ayam filet | 1 sdt air perasan jeruk nipis | 1 sdt kecap asin | 1 sdt garam | 1/2 sdt minyak wijen | 2 buah cakwe, potong kecil | 2 batang seledri, cincang halus | 2 sdt kucai, iris kecil | Pangsit goreng secukupnya | Kecap asin secukupnya","Ambil minyak wijen dan kecap manis, balurkan pada ayam filet. Tambahkan air perasan jeruk nipis, diamkan beberapa saat agar bumbu meresap. | Masak beras yang sudah ditumbuk kasar. Rebus beras dengan kaldu dalam panci. Tunggu sampai mengental dan menjadi bubur. | Tambahkan nasi yang sudah mengental dengan olahan ayam filet, aduk sambil diberi sedikit garam. | Setelah matang, tuang bubur ke dalam mangkuk saji. Sajikan dengan pelengkap."
Resep Sup Ayam Jahe Kunyit untuk Meredakan Pilek dan Demam,23-Januari-2024,resep_makanan,"Dikutip dari Healthline, jahe dan kunyit termasuk dua bahan yang paling banyak digunakan dalam pengobatan herbal.","https://asset.kompas.com/crops/SIiwaMgQUnB2wOiXzEzTcrTA9RY=/32x0:1000x645/780x390/filters:watermark(data/photo/2020/03/10/5e6775dc18fcf.png,0,-0,1)/data/photo/2024/01/23/65af4b65d154a.jpg",https://www.kompas.com/food/read/2024/01/23/173100875/resep-sup-ayam-jahe-kunyit-untuk-meredakan-pilek-dan-demam,"Resep Paru Goreng Tumis Bumbu Iris, Kreasi Olahan Paru Pedas dan Gurih Artikel Kompas.id | Resep Paru Goreng Tumis Bumbu Iris, Kreasi Olahan Paru Pedas dan Gurih | Artikel Kompas.id | 1,5 kg ayam organik | 4 liter air | 1 siung bawang putih, iris horizontal, ditambah 3 siung bawang putih, cincang halus | 5 cm jahe potong, kupas, cincang, ditambah 1 sdm cincang halus, tambahan | 1 sdt merica putih | 1 sdm minyak kelapa atau minyak zaitun | 1 cabai merah segar panjang, cincang halus | 2 sdt kunyit bubuk | 270 ml santan | 200 gr ubi spiral | 1-2 sdm kecap asin sesuai selera | 1 buah jeruk nipis, peras, tambahkan potongan jeruk nipis untuk penyajian | Ketumbar segar untuk penyajian | Lihat Foto Ilustrasi sup ayam jahe.(SHUTTERSTOCK/Cesarz) | Lihat Foto | Ilustrasi sup ayam jahe.(SHUTTERSTOCK/Cesarz)","Masukkan ayam ke dalam panci. Tambahkan air untuk merebusnya. Didihkan dengan api besar, saring, dan buang lemak yang muncul di permukaan. Kurangi suhu kompor panas ke rendah | Tambahkan bawang putih, jahe, dan merica. Didihkan, sesekali disaring selama satu setengah jam atau sampai ayam sangat empuk | Pindahkan ayam ke piring dan sisihkan hingga dingin. Suwir kasar daging lalu buang kulit dan tulangnya. Saring kaldu ayam, buang bahan padatnya dan sisakan cairannya | Panaskan minyak kelapa dalam panci besar. Tambahkan cabai, ekstra bawang putih, dan ekstra jahe. Masak sambil diaduk selama dua menit atau sampai harum. Masukkan kunyit | Masak sambil diaduk selama satu menit atau sampai harum. Tuang perlahan ke dalam kaldu ayam. | Tambahkan santan. Rebus selama 20 menit atau sampai air sedikit berkurang. Tambahkan me dan ayam suwir, lalu didihkan selama 5 menit atau sampai mie empuk | Masukkan kecap asin dan air jeruk nipis. Bumbui sesuai selera. Taburi dengan ketumbar dan sajikan dengan irisan jeruk nipis tambahan."
"Resep Sup Bawang Putih untuk Redakan Flu, Sajikan dengan Roti",23-Januari-2024,resep_makanan,"Selain obat dari dokter, kamu juga bisa mengonsumsi bahan makanan tertentu untuk meredakan flu.","https://asset.kompas.com/crops/jS9jtupfS5iPsHvabGUw7CaW1wM=/100x67:900x600/780x390/filters:watermark(data/photo/2020/03/10/5e6775dc18fcf.png,0,-0,1)/data/photo/2024/01/23/65af4cd620828.jpg",https://www.kompas.com/food/read/2024/01/23/153100275/resep-sup-bawang-putih-untuk-redakan-flu-sajikan-dengan-roti,"800 ml air | 4 siung bawang putih, cincang, ditambah 1 siung bawang putih, belah | Garam secukupnya (sekitar 2 sdt) | 1 lembar daun salam | ¼ sdt thyme kering | 63 gr pasta, seperti makaroni atau fusilli | 125 gr kacang polong beku | 4 potong roti, potong dua, panggang sebentar | 2 butir telur ukuran besar, kocok | 1 sdm minyak zaitun extra-virgin | Lada bubuk secukupnya | 2 sdm peterseli segar, cincang | 2-3 sdm keju parmesan | Lihat Foto Ilustrasi french onion soup atau sup bawang perancis. (SHUTTERSTOCK/zi3000) | Lihat Foto | Ilustrasi french onion soup atau sup bawang perancis. (SHUTTERSTOCK/zi3000)","Didihkan air dalam panci berukuran tiga atau empat liter. Tambahkan bawang putih cincang, garam, daun salam, dan thyme. Tutup dan biarkan mendidih 15 menit. Cicipi dan sesuaikan garamnya. Buang daun salam dan tangkai thyme segar | Tambahkan pasta ke dalam panci. Aduk, tutup dan biarkan mendidih hingga al dente, sekitar 5-10 menit, tergantung jenis pasta. Aduk sesekali agar pasta tidak menempel di dasar panci. Tambahkan kacang polong dan biarkan mendidih lima menit | Sementara itu, olesi irisan roti panggang dengan irisan bawang putih dan letakkan dua buah di setiap mangkuk | Kocok telur dan minyak zaitun. Taruh dua sendok sup panas ke dalam telur dan aduk rata | Matikan api kompor dan aduk perlahan ke dalam campuran telur yang sudah dihaluskan. Tambahkan lada bubuk dan peterseli. Sendokkan sup ke dalam mangkuk di atas roti, taburkan keju di atasnya dan sajikan"
"Resep Sambal Goreng Telur Puyuh, Lauk Enak Saat Tanggal Tua",23-Januari-2024,resep_makanan,"Telur puyuh yang digoreng sampai berkulit, menyerap sambal goreng dengan sempurna.","https://asset.kompas.com/crops/u2fyTqpbiJWzSZfjwCT7wvRUzJw=/0x0:698x465/780x390/filters:watermark(data/photo/2020/03/10/5e6775dc18fcf.png,0,-0,1)/data/photo/2024/01/22/65ae689b055b1.jpg",https://www.kompas.com/food/read/2024/01/23/080700375/resep-sambal-goreng-telur-puyuh-lauk-enak-saat-tanggal-tua-,"20 buah telur puyuh, rebus, goreng | 125 gram krecek | 2 buah cabai merah besar, iris miring | 2 lembar daun salam | 1 batang serai, diambil putihnya, dimemarkan | 2 cm lengkuas, memarkan | 1 seperempat sendok teh garam | 1 sendok teh gula merah sisir | 400 ml santan dari 1/2 butir kelapa | 2 sendok makan minyak untuk menumis | Resep Tongseng Ayam Gurih Lezat Menambah Semangat Makan | Artikel Kompas.id | 5 buah cabai merah keriting | 3 buah cabai merah besar | 4 butir bawang merah | 3 siung bawang putih | 1 buah tomat","Tumis bumbu halus, cabai merah besar, daun salam, serai, dan lengkuas sampai harum. | Tambahkan telur puyuh dan krecek. Aduk rata. | Masukkan santan, garam, dan gula merah. Masak sampai meresap."
"Resep Tumis Pare Cumi Asin, Masak Lauk Sayur Sekaligus untuk Bekal",22-Januari-2024,resep_makanan,"Resep makanan simple ini praktis, karena tinggal tumis sayur dan protein sekaligus sehingga cocok untuk bekal kantor.","https://asset.kompas.com/crops/7kM3xu2Vokx_sZlSVfEg2oMk6zo=/0x0:698x465/780x390/filters:watermark(data/photo/2020/03/10/5e6775dc18fcf.png,0,-0,1)/data/photo/2024/01/22/65ae63489e619.jpg",https://www.kompas.com/food/read/2024/01/22/201600075/resep-tumis-pare-cumi-asin-masak-lauk-sayur-sekaligus-untuk-bekal-,"2 buah (300 gram) pare, dibelah 2 bagian, dibuang biji, diiris tipis | 5 buah cumi asin, diseduh, diiris | 3 cm lengkuas | 2 lembar daun salam | 1 buah tomat, dipotong-potong | 1/2 sendok teh garam | 1/4 sendok teh kaldu ayam bubuk | 150 ml air | 2 sendok makan minyak untuk menumis | Bumbu cincang: | Resep Nasi Kuning Abon Cakalang, Menu Nusantara Lezat | Artikel Kompas.id | 3 siung bawang putih | 5 butir bawang merah | 4 buah cabai merah keriting","Remas-remas pare dengan 1 sendok makan garam sampai setengah layu. Cuci bersih. | Tumis bumbu cincang, lengkuas dan daun salam sampai harum. Tambahkan cumi asin dan tomat. Aduk layu. | Masukkan pare. Aduk rata. Tambahkan garam, gula pasir, kaldu ayam bubuk, dan air. Aduk sampai matang dan meresap."
